NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 17, 1966                                                                                    
ORIGIN TIME (Local)        :  16:41:00                                                                                            
LATITUDE                   :  -10.70                                                                                              
LONGITUDE                  :  -78.70                                                                                              
DEPTH (km)                 :  24.00                                                                                               
MAGNITUDE                  :  8.1 Mw                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  16:41:00
NUMBER OF SAMPLES          :      3283
MAXIMUM ACCELERATION       :   -180.56   -268.24     94.29
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
T	EW	NS	UD
50.92	7.0079	0.9427	-3.7659
50.94	-4.3991	4.9787	-5.2389
50.96	-9.8351	3.2797	-8.2729
50.98	-12.8951	-0.7733	-8.7659
51.00	-14.4831	-0.7783	-7.2909
51.02	-10.2251	6.1627	-7.9399
51.04	-2.2911	11.3237	-6.9789
51.06	1.1749	9.8247	-2.0979
51.08	-4.0881	9.3907	2.1641
51.10	-7.5321	3.8137	2.7951
51.12	-4.0291	1.9027	1.6411
51.14	-5.5041	4.3537	0.2241
51.16	-10.9151	2.6097	-1.4859
51.18	-9.9241	-1.5843	-3.0829
51.20	-4.6741	-10.0473	-1.8689
51.22	-4.3061	-8.7173	1.0001
51.24	-9.8131	-3.4313	1.5501
51.26	-10.7501	-6.4343	0.7661
51.28	-3.2301	-6.0573	-0.0119
51.30	6.2899	-1.8963	-0.7429
51.32	5.6929	4.9277	-1.4979
51.34	2.1189	8.1817	-2.1829
51.36	9.0849	6.7377	-2.8279
51.38	5.3189	-0.5653	-0.8669
51.40	-4.0811	-2.6993	1.4931
51.42	-12.0971	-6.8823	-0.4119
51.44	-17.6801	-3.8033	-2.7609
51.46	-6.6001	1.4377	-2.5829
51.48	3.1209	-3.4443	2.3371
51.50	-1.6441	2.5137	8.3591
51.52	-6.5861	2.4037	7.4991
51.54	0.4519	-5.8303	2.9211
51.56	9.7209	-12.7193	-1.1499
51.58	7.6149	-15.8213	-3.2709
51.60	-0.9601	-6.4073	-0.4389
51.62	-2.0511	4.8937	2.6051
51.64	4.4379	7.9707	2.0411
51.66	5.0389	4.7907	0.4171
51.68	1.4399	4.2397	-0.2629
51.70	3.1179	8.7427	1.2711
51.72	5.3809	9.5127	1.5801
51.74	1.5309	4.9277	-0.6819
51.76	6.2309	-1.3333	-2.9099
51.78	6.0629	-1.6053	-4.3129
51.80	-8.9341	2.3817	-4.5229
51.82	-11.6191	-3.6633	-1.3269
51.84	-2.2931	-0.5203	1.8481
51.86	-0.1121	11.6487	1.1581
51.88	3.0549	2.3007	-2.7009
51.90	5.3569	-5.6463	-4.2029
51.92	0.5839	-1.4773	-1.7279
51.94	0.4219	0.8847	0.5571
51.96	3.6899	0.3737	1.6581
51.98	0.8979	-2.3913	1.8501
52.00	-10.7851	-1.3413	0.0391
52.02	-14.6691	1.8647	-3.1199
52.04	-6.0971	2.4437	-3.9459
52.06	1.6239	-3.0593	-1.7589
52.08	2.3619	-11.4973	1.3281
52.10	1.3279	-7.4463	3.2391
52.12	6.7309	6.7917	1.6871
52.14	11.0589	3.3127	-2.2119
52.16	2.1819	-2.4943	-4.5859
52.18	-13.6431	3.2587	-2.8579
52.20	-16.2611	5.0987	-0.3629
52.22	-8.7611	6.2977	0.2661
52.24	-12.9131	5.8587	0.2551
52.26	-14.7481	-1.2643	0.7821
52.28	-4.5601	2.0017	3.3691
52.30	2.5859	1.7157	7.1801
52.32	4.3719	-3.9863	6.9741
52.34	4.0169	-1.4643	2.9261
52.36	4.2609	6.1577	-1.4079
52.38	10.3719	10.3337	-3.7059
52.40	14.6849	3.1647	-2.1859
52.42	8.2939	2.1227	2.3471
52.44	4.0649	7.9987	4.5481
52.46	6.3659	4.2467	4.0681
52.48	4.2209	-3.3583	3.5251
52.50	-2.2211	2.2747	2.8831
52.52	-0.1251	5.7607	2.2111
52.54	7.4749	-3.7993	0.6361
52.56	-0.2811	-8.9663	-1.5249
52.58	-10.3771	0.8847	-1.9099
52.60	-6.8011	4.4927	-0.0149
52.62	0.3189	-1.9193	2.4501
52.64	5.7719	3.0687	1.8311
52.66	6.7619	10.1787	-3.0789
52.68	5.5149	8.3867	-2.4239
52.70	3.6279	5.8947	0.8461
52.72	0.3759	5.1227	0.9881
52.74	-2.7081	0.3127	2.7921
52.76	2.4419	-9.1153	3.6881
52.78	2.6609	-9.6673	-0.4279
52.80	-4.4731	-2.4073	-2.9199
52.82	-0.8671	-3.2113	-1.5259
52.84	5.5419	-9.6403	0.4711
52.86	-0.1461	-11.4123	3.4501
52.88	-7.0741	-7.7673	2.3751
52.90	-0.0661	1.0727	-0.2249
52.92	4.3029	8.7167	1.6801
52.94	-3.7331	3.0117	2.1041
52.96	-7.3061	5.7547	0.4601
52.98	-0.9391	11.8487	1.3291
53.00	1.3469	4.9127	2.9761
53.02	-6.0761	0.7247	1.6371
53.04	-7.4961	0.1467	1.4741
53.06	2.8789	0.7727	5.5611
53.08	1.2699	-6.0863	5.7531
53.10	-4.8951	-7.7063	7.0611
53.12	0.6259	-0.8783	7.5681
53.14	2.1049	-1.5323	1.5491
53.16	-1.8841	0.7517	-2.4919
53.18	-3.4931	3.7957	-3.8189
53.20	-3.7751	-2.9503	-3.2019
53.22	-3.9321	-0.3463	-0.4619
53.24	-4.1261	-1.4003	-0.1799
53.26	-4.1101	-6.9153	-3.4199
53.28	-0.9871	-4.3953	-7.1409
53.30	3.6119	0.5217	-7.8969
53.32	6.2709	-3.7853	-4.8749
53.34	7.9119	-4.3803	-2.5729
53.36	4.4229	2.5657	-2.4929
53.38	-3.3571	7.2787	-1.4979
53.40	-3.5781	13.5137	-1.1199
53.42	0.4479	7.9747	-3.4579
53.44	0.8719	-4.6363	-3.6269
53.46	0.2229	-4.4653	-1.8349
53.48	-0.8111	4.9477	-4.7179
53.50	-3.0701	0.2837	-7.0529
53.52	-5.7601	-2.1353	-5.7259
53.54	-6.3071	2.5037	-4.1789
53.56	-3.5781	2.0087	2.0211
53.58	-0.4521	-0.3593	7.7321
53.60	3.6409	-5.8783	4.4531
53.62	3.9769	-10.1153	-2.6929
53.64	-0.1001	-3.7583	-6.6919
53.66	-0.0941	-1.9073	-6.2119
53.68	1.2799	-4.7783	-2.7059
53.70	-0.5651	-5.8393	1.7921
53.72	-1.8691	-0.4383	5.2601
53.74	2.0689	4.0727	4.0401
53.76	5.3599	-0.1523	-0.2899
53.78	0.9649	5.5667	-3.8259
53.80	-2.4611	8.5337	-4.5929
53.82	3.9679	-0.5413	-3.7709
53.84	12.5599	-3.9883	-3.0489
53.86	10.9319	0.3937	-3.0999
53.88	4.9889	7.7847	-4.4739
53.90	1.9909	8.6307	-5.8409
53.92	-2.7211	3.3327	-6.3319
53.94	-6.1831	4.6907	-3.5969
53.96	-7.0821	3.7817	-0.6459
53.98	-6.3001	-3.0473	-3.3519
54.00	-3.6051	1.9107	-4.1369
54.02	-4.0081	9.4117	-0.5599
54.04	-3.8701	1.8097	-0.6139
54.06	-0.5421	-3.9663	-3.6229
54.08	2.6589	6.1327	-3.9439
54.10	1.4169	7.9267	-1.1979
54.12	-2.3921	-0.9863	-0.8269
54.14	1.0179	-0.8403	-3.2199
54.16	7.2119	3.6967	-2.8889
54.18	6.0239	-0.3573	2.5241
54.20	0.2719	-5.9833	5.9091
54.22	-1.9791	-4.3603	4.6391
54.24	4.2839	-0.3253	3.0281
54.26	7.1349	7.6047	2.4861
54.28	0.0389	0.9417	2.5011
54.30	-3.7121	-6.2633	1.8761
54.32	-0.0401	-2.9803	0.5791
54.34	-2.1291	2.0617	0.6081
54.36	-9.1341	8.8947	2.4641
54.38	-7.1841	8.5317	3.2091
54.40	-0.7241	5.0917	2.1391
54.42	0.6379	-0.9853	0.5151
54.44	-1.6451	-7.4893	0.3461
54.46	-0.6611	-10.5673	4.1431
54.48	4.1009	-12.8123	7.2281
54.50	8.0029	-14.0373	5.2271
54.52	7.2519	-13.1623	1.6411
54.54	-1.3961	-11.6163	-1.1019
54.56	-8.6951	-6.5593	-2.9539
54.58	-7.7501	3.5317	-2.2679
54.60	-6.4881	6.3467	-0.8289
54.62	-10.4461	1.4757	-2.1889
54.64	-11.3761	5.6217	-1.5979
54.66	-5.7771	7.8507	0.6791
54.68	0.0039	-5.1673	1.3331
54.70	0.5089	-10.4843	1.3181
54.72	-1.8171	-3.5923	0.2281
54.74	-0.2431	5.3827	-1.6929
54.76	3.5709	8.4687	-3.2009
54.78	6.7899	7.1627	-3.3999
54.80	4.4389	13.1327	-2.3049
54.82	0.6209	13.9317	0.8501
54.84	2.7659	7.2877	5.1671
54.86	3.5349	3.3217	6.0931
54.88	1.1619	1.9767	3.9251
54.90	3.1339	1.8497	2.3441
54.92	6.4879	5.0057	2.9971
54.94	2.2129	1.8227	1.8131
54.96	-4.6051	-3.2583	-0.2039
54.98	-2.0461	0.0707	-0.2379
55.00	4.3969	5.4407	-0.5939
55.02	1.1289	3.3147	-1.5829
55.04	-2.4411	-3.2213	-0.8809
55.06	1.7249	3.6837	1.9371
55.08	4.3879	8.2767	4.5091
55.10	-1.2391	0.5937	4.8621
55.12	-9.3501	-7.0733	3.9081
55.14	-8.1041	-5.6733	4.7421
55.16	-0.5021	2.5007	7.4601
55.18	1.9569	5.9727	8.7921
55.20	-1.0741	6.1027	6.6641
55.22	-1.7721	6.3247	6.2331
55.24	2.9919	5.8027	5.9061
55.26	5.4329	4.1677	2.1041
55.28	2.9999	4.8817	-0.6799
55.30	6.3679	5.9917	-3.9689
55.32	12.1959	0.3227	-6.5369
55.34	9.8819	-5.3573	-2.1999
55.36	4.0029	-3.0733	2.2641
55.38	4.6009	-0.0803	1.0941
55.40	3.2259	2.8347	-0.2609
55.42	-0.1321	8.1837	1.1711
55.44	4.5539	6.1387	0.9271
55.46	2.3959	-2.6553	-1.0099
55.48	-3.4201	-1.7973	1.0621
55.50	0.8989	6.9227	3.7981
55.52	1.5839	6.7127	2.7351
55.54	-5.1571	-0.3213	0.4501
55.56	-7.1041	0.7747	-1.6059
55.58	-2.5311	7.8267	-5.6959
55.60	2.6879	7.2967	-7.4709
55.62	5.4089	0.8837	-5.1129
55.64	4.8559	-3.7373	-1.8099
55.66	4.8649	0.1037	2.6981
55.68	9.5619	6.0487	4.2811
55.70	7.5309	5.4387	3.1591
55.72	-1.5751	2.9817	2.8161
55.74	-3.5821	0.9357	-1.0619
55.76	-0.1521	-1.2543	-3.8569
55.78	0.9009	-2.6693	-0.1709
55.80	3.8639	-1.1503	0.6281
55.82	8.0069	1.8957	-2.9179
55.84	5.4159	4.4617	-4.1319
55.86	0.7529	3.7517	-3.1179
55.88	8.4929	2.9567	-2.5659
55.90	9.5209	8.1957	-1.8209
55.92	-5.1771	9.7237	-1.0189
55.94	-10.0751	-1.9783	-1.4959
55.96	-4.9281	-0.5873	-1.0499
55.98	-5.8681	5.9047	0.7071
56.00	-9.3301	1.8997	0.1561
56.02	-4.1151	-2.0333	-2.6139
56.04	2.9979	-0.2063	-3.7899
56.06	6.9709	-2.3923	-1.5989
56.08	2.9869	-4.7943	0.8111
56.10	-3.2471	1.1767	1.1931
56.12	-2.4271	1.3787	0.7321
56.14	0.8359	-3.8583	0.3291
56.16	3.8849	-8.2893	-0.4169
56.18	6.9889	-11.0933	-1.6129
56.20	10.3809	-0.8343	-5.4419
56.22	9.9209	9.6067	-4.8489
56.24	0.2169	7.8967	-0.1299
56.26	-5.6371	3.9687	2.8251
56.28	-4.0471	-1.5503	3.5571
56.30	-9.7891	-3.6153	0.0061
56.32	-12.2241	-0.3213	-4.2259
56.34	-4.1231	3.3407	-2.4779
56.36	-1.6881	2.1827	1.5271
56.38	-4.5571	-1.0483	3.2021
56.40	-3.6841	-2.5583	5.5081
56.42	-0.7951	-3.4833	5.7201
56.44	-1.1161	-1.1613	2.4401
56.46	-4.2661	2.9527	0.8941
56.48	-5.9581	5.2667	1.9851
56.50	0.0979	6.5917	3.4181
56.52	7.4889	8.2287	4.7061
56.54	5.0919	9.8087	4.6511
56.56	-0.9221	10.9507	3.0901
56.58	-2.7961	8.0607	1.7411
56.60	-2.1431	0.4587	1.7531
56.62	2.3749	-2.9223	2.4071
56.64	11.7929	0.8667	-0.0959
56.66	12.3149	7.8847	-4.8389
56.68	3.4299	4.3377	-7.2539
56.70	-5.4661	-2.1623	-8.0009
56.72	-6.0331	1.9037	-7.8809
56.74	1.2239	5.3857	-6.2159
56.76	2.7149	4.4217	-5.2049
56.78	-2.7531	-0.1843	-4.5989
56.80	-5.4881	-4.2813	-1.2249
56.82	0.1979	-3.4423	1.6761
56.84	8.1419	1.8287	0.0181
56.86	9.4199	5.9717	-3.1419
56.88	6.2289	1.3327	-4.7249
56.90	0.0549	-4.3613	-4.0609
56.92	-5.3051	-8.5773	-0.7519
56.94	-3.7451	-7.0023	3.4841
56.96	-1.9521	-6.9383	5.2711
56.98	-4.9161	-8.8583	4.1991
57.00	-4.5031	-3.6463	2.2151
57.02	-0.4121	-0.5083	-0.7739
57.04	-4.9841	0.0597	-3.4229
57.06	-10.9691	2.9547	-4.3519
57.08	-2.8881	9.6167	-5.0599
57.10	1.0519	16.7807	-4.1809
57.12	-2.6691	14.3217	-0.6459
57.14	0.7139	5.8857	3.6241
57.16	4.5949	2.3497	4.6971
57.18	-0.9461	1.7027	2.2661
57.20	-6.4811	1.0227	-0.0139
57.22	-0.0421	0.3487	0.2721
57.24	6.4689	3.5267	2.1791
57.26	3.5679	6.7927	0.0001
57.28	-2.5121	2.3757	-6.2339
57.30	-1.6921	-2.3283	-7.1249
57.32	1.2799	-3.8383	-2.6999
57.34	-0.6061	1.0337	0.4431
57.36	-4.3891	7.8027	0.6761
57.38	-0.2621	3.2307	-3.8349
57.40	7.4369	-2.1383	-6.0929
57.42	7.2639	-0.4563	-3.2249
57.44	3.8279	4.7227	-2.9349
57.46	1.2689	4.9277	-5.5589
57.48	-0.8621	-3.3983	-6.3189
57.50	-3.0701	-7.6093	-5.0939
57.52	-4.4421	-6.6823	-3.0369
57.54	-4.2821	-0.2853	-0.5219
57.56	-6.3271	1.5217	1.4531
57.58	-9.9211	-8.5453	2.8211
57.60	-5.2891	-8.3693	2.8011
57.62	2.4679	-1.8973	1.3471
57.64	4.9959	-2.7633	0.5871
57.66	6.2329	-3.8963	1.7851
57.68	3.7359	0.3817	2.7191
57.70	-3.3171	3.0497	2.3041
57.72	-7.8721	-0.2733	0.0921
57.74	-2.3961	3.1067	-1.5629
57.76	6.2969	3.8127	-0.8919
57.78	5.1139	-4.5163	0.3631
57.80	-0.5071	-8.8823	1.6601
57.82	-3.7021	-8.4963	2.0821
57.84	-2.5511	1.4357	-0.5549
57.86	1.8049	9.5677	-5.5529
57.88	5.0979	7.2467	-7.4109
57.90	8.0399	4.1567	-3.4609
57.92	9.6329	3.2177	1.3251
57.94	6.7569	3.4437	3.6181
57.96	1.2219	1.9047	2.8281
57.98	-1.7991	-3.2883	0.4801
58.00	2.3959	-9.2023	0.0711
58.02	6.3119	-9.8543	1.3801
58.04	2.8519	-6.9843	3.1381
58.06	-0.9691	-2.1923	3.6511
58.08	-3.3461	3.6737	1.5431
58.10	-3.0601	5.1217	-0.0529
58.12	0.1209	3.9547	0.1241
58.14	-0.3151	3.0717	0.6021
58.16	-2.5811	2.0547	1.6411
58.18	0.1419	1.0597	2.6801
58.20	6.4289	-2.0093	2.0361
58.22	8.6359	-0.4003	0.2781
58.24	5.2419	9.4577	-1.0689
58.26	0.4589	10.0767	-1.5839
58.28	-2.6591	5.0297	-1.8949
58.30	-3.0451	3.0187	-0.9609
58.32	-2.3521	6.7587	1.8061
58.34	-2.1391	11.8617	4.8491
58.36	-2.2301	6.3317	5.4401
58.38	-3.3421	-1.1323	3.9351
58.40	-6.9841	-3.6833	2.5421
58.42	-9.7111	-4.6433	1.7111
58.44	-2.8551	-6.0823	1.0231
58.46	4.7439	-7.0123	0.9901
58.48	0.0389	-4.6743	2.5091
58.50	-6.4721	0.0277	2.1751
58.52	-3.5541	-2.8813	0.6781
58.54	1.4029	-8.2903	1.8741
58.56	3.5749	-7.6613	4.6021
58.58	8.3319	-5.9983	4.5071
58.60	8.7499	-2.8933	1.1441
58.62	0.5059	1.9277	-1.7829
58.64	-5.4191	7.3657	-0.6989
58.66	-4.3851	6.3907	3.0781
58.68	-3.2511	2.7797	5.1891
58.70	-6.5761	5.2347	4.2601
58.72	-6.8591	8.5817	2.3221
58.74	0.1789	10.8777	0.5191
58.76	9.4219	11.5497	-1.0769
58.78	11.9699	8.9437	-2.0559
58.80	5.7659	5.0857	-2.8449
58.82	0.6419	3.5927	-3.6859
58.84	4.8859	5.8927	-4.4339
58.86	5.1789	9.3107	-4.7699
58.88	-2.1421	7.9527	-4.6069
58.90	-5.6961	1.6977	-4.3049
58.92	-5.9351	-4.2783	-0.9979
58.94	-4.1831	-4.1593	2.3771
58.96	-1.6911	-0.0493	3.4071
58.98	-1.1361	-0.1553	2.8061
59.00	-3.1931	-3.1733	-0.0249
59.02	0.0999	-3.6593	-3.7599
59.04	5.7899	-2.3093	-5.0169
59.06	5.5529	-1.0803	-3.1089
59.08	2.1099	-0.6923	-1.1769
59.10	-2.1581	-2.3733	-1.1329
59.12	-2.9061	-3.3353	-0.9439
59.14	0.0019	-0.3553	-2.1709
59.16	-0.3791	3.5697	-2.5239
59.18	-2.2771	2.8807	-1.6489
59.20	1.2579	-0.6183	-4.9089
59.22	8.3089	-1.0093	-8.2249
59.24	9.2179	1.8837	-6.9019
59.26	0.7849	4.0477	-3.6949
59.28	-5.6001	1.4647	-0.6439
59.30	-2.3521	-2.3033	2.4021
59.32	2.7259	-3.6133	3.3961
59.34	2.7019	-3.6553	1.9751
59.36	-0.1491	1.0347	0.0321
59.38	-1.3801	1.4317	-1.8779
59.40	0.3199	-0.5073	-3.2789
59.42	2.9689	5.1827	-1.8939
59.44	4.2219	9.0047	0.5671
59.46	3.7999	9.2897	-0.6369
59.48	2.7969	8.6967	-4.4479
59.50	2.0429	5.8087	-6.3439
59.52	-0.1621	0.6367	-5.7339
59.54	-6.0921	-5.5543	-4.6129
59.56	-11.3901	-6.3483	-3.5309
59.58	-11.6421	-0.4763	-2.4929
59.60	-12.5711	-0.6993	-0.8369
59.62	-16.6721	-4.2813	2.0611
59.64	-19.8381	-0.3583	2.5911
59.66	-15.1401	3.5627	0.9151
59.68	-6.0301	0.6207	1.6991
59.70	-3.8801	-1.9013	4.6671
59.72	-7.2111	-1.6213	5.5111
59.74	-8.4161	-0.3733	2.9551
59.76	-3.2311	2.3757	-0.1049
59.78	2.4309	3.0897	-1.9429
59.80	2.1039	2.4467	-3.2499
59.82	-1.0681	0.7707	-3.6849
59.84	-1.1321	-0.8753	-3.2439
59.86	3.1569	0.0327	-2.5999
59.88	2.9309	2.6517	-2.0079
59.90	-2.8961	3.7507	-2.8779
59.92	-5.6881	2.5837	-4.6809
59.94	-3.0781	4.5037	-2.1599
59.96	1.4039	5.8937	-0.0039
59.98	3.8479	2.2407	-0.3179
60.00	0.6109	0.9747	0.6021
60.02	-2.1281	3.1957	0.5661
60.04	3.7829	4.1567	-2.4969
60.06	12.8659	2.3107	-2.6179
60.08	15.2189	-0.4853	1.7861
60.10	9.0699	-4.9043	5.2351
60.12	3.5749	-9.2163	6.2861
60.14	3.8289	-3.3773	7.1571
60.16	5.4959	4.3417	8.6161
60.18	4.2739	2.8437	7.3781
60.20	0.2479	-3.2303	4.4191
60.22	-0.8931	-3.4073	2.6111
60.24	3.2329	2.6577	1.5741
60.26	7.2509	1.3377	0.6701
60.28	6.8209	-2.7243	-0.0319
60.30	4.1189	4.9707	-0.7389
60.32	1.3779	9.0207	-1.4609
60.34	-0.8111	1.2747	-2.0319
60.36	-1.8771	-1.7093	-1.2469
60.38	-2.4881	3.8627	0.8081
60.40	-3.0981	1.7047	1.1471
60.42	-1.8541	-1.6223	0.1001
60.44	1.4649	5.9897	0.7941
60.46	4.9599	9.2917	3.0031
60.48	5.4949	7.5117	2.4661
60.50	2.1739	6.4177	0.1111
60.52	-0.8771	7.2797	1.6781
60.54	0.1299	11.5357	5.2311
60.56	3.3789	5.5947	5.7001
60.58	2.7859	-2.0053	4.3471
60.60	-1.8621	1.2277	4.2851
60.62	-4.9531	0.3917	3.6721
60.64	-3.5431	-4.2133	1.2201
60.66	-2.0661	-5.2413	2.2301
60.68	-2.4411	-6.1443	4.9401
60.70	-2.7841	-8.0983	5.0781
60.72	-3.2181	-6.7453	4.3811
60.74	-2.9821	-2.3953	1.7101
60.76	-1.2231	1.5467	-1.6159
60.78	0.9839	0.8067	-2.3379
60.80	3.2939	-3.8053	-1.8089
60.82	3.2549	-5.7093	-1.3959
60.84	-1.5171	-4.1653	-0.9319
60.86	-7.4591	2.1177	-0.5209
60.88	-7.3521	8.9507	-0.2319
60.90	-3.1031	3.2687	-0.0439
60.92	-0.9361	-3.3633	0.1421
60.94	-0.3391	-2.8163	0.3301
60.96	0.3659	3.1407	0.4891
60.98	2.2959	5.6237	0.1151
61.00	6.1199	6.8627	-0.8349
61.02	5.1789	6.5567	-1.8799
61.04	-2.2651	0.8877	-1.6819
61.06	-6.2991	-1.5343	0.3001
61.08	0.2619	-2.6133	1.3901
61.10	3.9309	-0.6593	0.3461
61.12	1.6379	4.3707	-1.1939
61.14	3.1949	2.1697	-2.5629
61.16	6.2929	-1.2843	-1.8289
61.18	9.1929	0.0157	-0.3889
61.20	7.8049	-2.4613	-0.8839
61.22	1.0379	-4.9063	-2.0549
61.24	-1.6221	-5.0713	-2.2949
61.26	0.0189	0.0927	-1.7699
61.28	-1.4711	4.7137	-1.1319
61.30	-2.4491	1.9787	-0.5139
61.32	0.4369	-4.0613	0.0071
61.34	2.2369	-1.0253	0.2131
61.36	1.1189	4.5617	0.2541
61.38	-0.0351	3.3657	0.3161
61.40	-0.0321	6.3857	0.3581
61.42	-0.0811	10.6317	0.4741
61.44	-1.7251	10.5847	0.5521
61.46	-1.6451	9.5117	-0.0119
61.48	2.7569	7.2787	-1.6999
61.50	6.6549	-0.2153	-1.1789
61.52	4.1839	-5.5383	2.3681
61.54	-1.3721	-4.9473	6.3561
61.56	1.1869	-3.0353	6.9391
61.58	11.4249	0.9357	4.1441
61.60	12.8479	0.3917	1.0671
61.62	4.2209	-4.2033	1.2801
61.64	0.5219	-1.9553	2.7371
61.66	4.2489	0.9007	-0.2859
61.68	3.9779	-3.8863	-2.1269
61.70	-1.5221	-10.0683	0.6921
61.72	-4.8641	-12.7503	-0.4139
61.74	-5.1741	-14.0393	-4.0029
61.76	-5.7401	-7.7313	-3.6959
61.78	-9.1441	-8.3673	-1.2019
61.80	-10.6001	-10.7513	1.9791
61.82	-4.0261	-1.6803	5.5081
61.84	2.6509	2.6317	7.2581
61.86	-1.0491	2.9617	6.7261
61.88	-3.0861	1.4007	5.6101
61.90	3.0729	-1.2583	4.5911
61.92	6.5339	1.2267	3.5121
61.94	1.6159	6.1497	2.4911
61.96	-3.9771	6.6227	1.3861
61.98	-2.3301	3.9937	0.8671
62.00	0.3289	1.1317	2.1581
62.02	-2.4981	0.2097	4.1881
62.04	-8.2241	2.4597	4.2671
62.06	-5.6311	4.8027	2.7571
62.08	0.1949	3.5377	1.1701
62.10	-1.3941	0.0777	0.1161
62.12	-5.4101	-2.0713	-0.5099
62.14	-5.0761	2.5877	-1.0799
62.16	-0.5701	8.0357	-0.9479
62.18	2.5409	3.1657	0.1971
62.20	2.3479	-0.5483	0.5561
62.22	1.5899	4.1077	-0.4439
62.24	3.3209	4.8657	-1.6679
62.26	5.1739	0.5997	-2.9429
62.28	4.3979	-1.0313	-3.6379
62.30	6.2169	0.1247	-2.3669
62.32	10.3239	1.3747	0.0871
62.34	8.4879	0.6537	1.1011
62.36	2.9649	-0.5543	-0.0229
62.38	1.4779	2.4067	-0.6039
62.40	3.3189	1.5247	0.1591
62.42	-1.2971	-1.2993	-1.1029
62.44	-9.4571	0.7137	-3.4919
62.46	-3.3711	1.7097	-4.2869
62.48	5.4739	1.3447	-3.9749
62.50	1.0049	1.5577	-2.4209
62.52	-2.4641	2.3227	-0.2659
62.54	-0.4301	3.3367	-1.9479
62.56	-1.4741	5.9807	-4.7289
62.58	-7.0181	9.4537	-4.6829
62.60	-8.4821	12.1867	-3.8119
62.62	-4.4801	7.0577	-2.9749
62.64	-0.4741	2.4357	-1.7029
62.66	1.9929	5.8627	0.0351
62.68	0.5969	5.7587	0.6311
62.70	-2.8721	0.7357	-0.9219
62.72	-4.6151	-1.3193	-2.5869
62.74	-1.2611	1.3047	-3.2549
62.76	2.0219	5.8487	-3.0469
62.78	0.8549	9.0577	-1.7279
62.80	-0.3681	7.5197	-1.2029
62.82	0.8519	4.6007	-1.6629
62.84	2.3529	4.8927	-2.1479
62.86	0.2669	7.2697	-2.5259
62.88	-0.4561	8.4777	-2.4999
62.90	2.6729	5.2857	-1.7969
62.92	7.2979	1.4907	-0.6119
62.94	10.9909	0.7587	0.5801
62.96	8.7789	0.8197	1.7891
62.98	3.7009	0.6617	2.5771
63.00	1.0619	0.5367	2.5911
63.02	-0.0781	-0.5303	2.4091
63.04	-1.1711	-2.6053	2.4181
63.06	-2.3181	-3.9783	2.5721
63.08	-3.0931	0.3957	2.7441
63.10	-3.1561	5.9917	2.8231
63.12	-3.0251	2.3247	1.4471
63.14	-1.8291	-2.4863	-1.8959
63.16	3.9419	0.9507	-3.8499
63.18	8.6429	8.6957	-2.3039
63.20	6.5559	11.8157	-0.7209
63.22	2.6829	5.2577	-0.3159
63.24	1.9459	-1.0903	-1.3979
63.26	1.4749	2.5327	-3.5839
63.28	-1.4921	4.6637	-4.3109
63.30	-5.5681	0.1087	-4.1449
63.32	-6.6541	-2.8203	-2.8539
63.34	-1.6811	2.6887	0.6911
63.36	2.9119	9.2687	2.3241
63.38	4.2249	2.2767	1.4701
63.40	1.6159	-7.3903	0.4621
63.42	-4.6421	-5.3663	0.6651
63.44	-4.2201	1.0147	1.2981
63.46	-0.5381	6.2397	0.2131
63.48	-4.4501	8.7737	-0.5889
63.50	-2.9351	8.5527	0.5981
63.52	5.2029	1.6937	2.7711
63.54	4.5399	-3.9603	5.5301
63.56	0.6609	-1.2573	6.9111
63.58	-1.0851	2.9337	5.6491
63.60	-3.4211	4.6357	3.8311
63.62	-5.9311	1.5037	2.5361
63.64	-7.0721	-1.0703	1.6121
63.66	-4.9141	0.4707	2.1881
63.68	-3.2951	2.7347	3.0361
63.70	-3.4071	1.1657	0.9931
63.72	-2.2811	-1.8223	-0.4549
63.74	0.1099	-0.5033	0.0931
63.76	0.1579	-1.4313	0.6731
63.78	-2.7741	-4.0703	-0.0029
63.80	-2.3011	-0.9643	-0.8999
63.82	5.8369	1.8737	0.4111
63.84	10.4439	-1.6493	1.8111
63.86	7.9229	-3.6863	1.9891
